id		sentence		sentiment
15345		진짜 OOO같은 나라에 돈받고 이딴기사 쓰는 기자도 생계때문에 어쩔수 없다지만 이런 사회자체가 혐오스럽다 진짜		분노
15346		용병 승수 빼버리면 두산보다 위다!!. 용병타자까지 더 하면 두산보다 +10은 했을거다,.		분노
15347		둘다 추악하고 더러운것들.아내분 참고 사는게 참 대단하다.		분노
15348		완전 매국노다!		분노
15349		이런 개 족같은 냔이~~~ 당장 사형시켜		분노
15350		억울하면 결과로 증명해야지.		분노
15351		바티스타 이눔아 니 있었을땐 감독이 세이콘이 아니었잖아? 동료를 사지로 몰아넣네 ㅡㅡ		분노
15352		진짜 댓글 안남기는데 야이년아 나가라제발 철판도 두껍네 뭔이런 OOO이 다있네		분노
15353		망헬찌족도 이렇게하되 벌금은 5천만원 못내면 5~6년 철창가야지 법이 좀 쌔지고 벌금도 좀 쌔졌으면해		분노
15354		나라망칠 노친네들은 쓰레기통에 쳐박아야한다		분노
15355		나쁜년 빨리 처벌해라.		분노
15356		왜 1000만밖에안된다며		분노
15357		이런양아치 같은게! 방빼라!!!!!!!		분노
15358		난 그런 썩은 드라마 본 적도 없다.. 언론에서 떠들고 띄워주는 건 많이 봤어도.. ㅉㅉㅉ		분노
15359		인기가많은것도 상당히 피곤한일이겠네요 ㅂㄱㅎ라는 정신나간여자때문에 시끄러워지고		분노
15360		에혀.. 우리나라 행정 수준은 정말.. 짜증이 남		분노
15361		이젠 듣보 ㅅㄲ들도 약 빠는 세상이군...		분노
15362		나라 망치려 작정을 했구나 이 악마가!		분노
15363		다 기레기 때문에 이미지 말아먹음		분노
15364		머리 하느라 구조를 못한게 아니다..애초에 구조할 맘이 1도 없었기 때문에 머리 할 여유가 있었던거다..그게 더 무섭다...		분노
15365		이것저것 따지고 말만하지 말고 행동으로 보여라!!!!		분노
15366		이게 무슨 국제적 개망신인가		분노
15367		조의연 저질 후진국 판사와 비교 된다 진짜		분노
15368		역시 삼성현기 쓰레기 똥차들아 보고 배워라~		분노
15369		근혜를 막는건 이정현 나경원 김기춘 우병우 등 10 가지		분노
15370		나는 삼성화재, 삼성카드, 삼성전자 비롯 삼성거는 아예 안 쓸란다.		분노
15371		대포폰이 불법이 아니라는것을 이번정부에서 배웁니다ㅋㅋㅋ		분노
15372		ㅈ ㅓ친1년놈들 늙으면 하루빨리 병풍뒤에서 향내나 맡어라 칵퉤		분노
15373		우리나라에 이슬람은 절대 안된다		분노
15374		미세먼지가 만든 걸작이네		분노
15375		외제차 구매가지고뭐라기전에 흉기차의 만행이 이리만든거다		분노
15376		순실이보다 더 싫다		분노
15377		미국이개발막으래디?지들이먼저한다고 그래서지원안해주는거냐?		분노
15378		화가난다. 진짜		분노
15379		선생님이 아니라 선생놈이 었네 쓰레기 교사.		분노
15380		대한민국은 헌법위에 떼법이 있습니다		분노
15381		토요일마다 비오네 짜증난다		분노
15382		그래서 부패 정치인은 태극기로 잡아야 해요		분노
15383		시켜봐. 비켜볼게 있어		분노
15384		목줄 껴서 끌고 와라!!!		분노
15385		sk통신사 32요금제 쓰는데 데이타250mb 무료통화 100분 데이터 하루만 1시간 쓰면 바로 끝장남		분노
15386		삼류들이 발광해도 삼류		분노
15387		알파고 수입하고 기관사들 다짤라라 철밥통 공기업놈들		분노
15388		500억 자리 슈퍼 커퓨터 기상처		분노
15389		이거 호빠까지 갈거 같은데..		분노
15390		종신형 때려 !!		분노
15391		카더라 통신으로 뭘하겠다는건지...		분노
15392		청문회냐 이게?		분노
15393		무위도식이나 다름없는 대한민국 3대악 중 하나		분노
15394		이년이 내 오빠를 꼬셨어!		분노
15395		기다리긴 뭘기다려 무혐이 나오면 이해해줄꺼 같냐?		분노
15396		마지막사진 최순실이냐ㅋㅋㅋㅋㅋㅋ		분노
15397		최순실 입안열면고문해야지주리를틀자		분노
15398		당장 끌어냅시다		분노
15399		미친개돼지들한텐 몽둥이가 정답		분노
15400		국민들이 이젠 박큰애를 보는게 너무 힘들고 어이없다......니가 싼 똥 구려서 피하고 싶다		분노
15401		10분만 있어도 숨이 막힌대 ㅎㄷㄷㄷ 거의 군대 거 머라그러냐?? 그수준이네		분노
15402		나라세금가지고 장난쳤으니 사형시켜라		분노
15403		닥년은 머하는데???		분노
15404		박그네 참 가지가지한다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ		분노
15405		한남들이 하는일은 여자탓으로돌ㄹㅣ는일밖에못해요		분노
15406		ㅡ종신형ㅡ아니면 이나라 법도 썩은 거다.ㅡ		분노
15407		필리핀도 저렇게 배짱 넘치게 외교하는데 뭐하냐 .		분노
15408		먹을거로 건들면 ㅈ된다		분노
15409		국민들 우롱하니 좋았니		분노
15410		야 누가니보고 촛불들라고 하드나 참기사꼬라지하곤		분노
15411		자업자득이다 뽕년		분노
15412		동생 새끼도 쓰레기인듯한데		분노
15413		평생을 아니 대대로 헌법과 인권을 유린하며 살아온 쓰레기가 어디 뚫린 입이라고 인권을 논해. 저건 뻔뻔함을 넘어서 아직도 국민을 농단하네. 그냥 무기징역이 아니라 사형에 처해야 한다		분노
15414		돈으로 흥한자 돈으로 망할것이다.		분노
15415		한도 끝도없이 나오구만 썩은정부같으니!		분노
15416		쪽팔린줄알아야지 대학생놈들ㅇㄱㆍ		분노
15417		박근혜랑 공모없었으면 니가 다 독박이야 이녀나ㅋㅋㅋ		분노
15418		모습이 이제야 조윤선답네~~		분노
15419		이름그대로 쥐변호사가 딱어울리네		분노
15420		살만하신가보네..딸이랑같이 고통을좀받아보셔!		분노
15421		나라가 망하고 없어져야 잘못했다 할거냐 이 michin yeon		분노
15422		내가 가만 안있는다		분노
15423		판사들도 최순실 게이트에 관여되어있나? 어디까지야 이거!		분노
15424		쓰레기 구역위에다가?		분노
15425		허용이라니,, 여기가 일본땅인가요		분노
15426		보기싫다 꼬라지도 보기싫음 뚱땡아		분노
15427		탄핵에 앞장서는 새누리비박계들 탄핵에 찬성하면 너희들은 영원한 쓰레기집단이된다		분노
15428		여기도 알바 댓글 많네 별4개 짜리!		분노
15429		여자삼청교육대를 만들어 보내야한다		분노
15430		싸그리 미친것들 ~~~그래서 아프냐~~!!!		분노
15431		역시 기레기 ㅋㅋ		분노
15432		여름내내 미세먼지최악이었는데 요 며칠 공기 맑아진 이유: G20때문에 중국 공장 가동 안함		분노
15433		더붉어당은 인간들이 하나같이 저질이냐		분노
15434		저시키 아가리를 귀때기까지 찢어 버리고 싶다!!!!		분노
15435		제대로 하는게 하나도 없어 세금이아깝다.		분노
15436		일본이 한국의 국정교과서를 근거로..제주 영유권 주장하면?		분노
15437		이제 일반인도 거짓말하기시작하네		분노
15438		전경련이나 민노총이나 둘다 없어져야 한다		분노
15439		김대중 노무현 이 두 놈 때문에 c8		분노
15440		김기춘 같은 악마가 권력을 휘두르게 놔둔 자 누구입니까		분노
15441		지극히 개인주의 인간들		분노
15442		네 다음 병신년 of 병신년		분노
15443		고촌사람들도 좀 앉아서 갑시다...		분노
15444		뭐든걸 다 금지하는 나라		분노
15445		V20이고 30이고간에 섬성꼬붕이 애플을 어케이겨		분노
15446		그네 순실때매 의원들 및 국민이 점점 판단력이 흐려지는듯.		분노
15447		전화받은 경찰 이름 얼굴공개해라 !!!!!		분노
15448		언제 인간 될래 그네야		분노
15449		데스노트가 어디있더라...		분노
15450		이런 트럼프같은.놈들...		분노
15451		역시사람은자기를알아주는사람한테는 목숨도건다니까네.		분노
15452		여봐라!! 게 아무도 없느냐 ? 지금 석고대죄를 해도 시원치 않을 판에 버티기와 파렴치로 일관 하는 저 못된 쓰레기들을 저작거리에 내다 버려라!!		분노
15453		죄는 저 벼락맞을 인간들이다 지었는데 홧병은 내몫이네...하		분노
15454		일본놈들 한국오면 멱을 따버리자!!!!		분노
15455		자다가 뭔 옆차기하는 소리야 쓰레기들		분노
15456		우리나란 해외 싸게 자국민에 호구짓		분노
15457		면허증을 죽을때까지 평생 못따게 해라니까.		분노
15458		야 그냥 중국 전역에 미사일좀 쏴라		분노
15459		소설 쓰는데 시간이 좀 걸리지?		분노
15460		그림만 그려놓으면 특허가능하다던 벌레들 어디갔냐?		분노
15461		대한민국에 전문가가 어디있냐??		분노
15462		미국 딱가리 박정희 공선주의자 박정희 친일파 박정희 같은 친일파 파는 박정희		분노
15463		가지가지로 한다. 아주		분노
15464		저색기들 다 때려 죽여버리고 싶다		분노
15465		고철로 엿이나 바꿔먹어라!		분노
15466		경기력 개암이다ㅋㅋㅋㅋㅋ		분노
15467		짱개 폰 품질이 엄청 후짐...		분노
15468		꼭벌받을꺼다		분노
15469		출동은 안하고~범칙금은 2초안으로 딱딱 계좌생성되고~		분노
15470		니네부터 법을 지켜~~ 캭~~퉤~~~		분노
15471		그냥 사형시켜라ㅡㅡㅡㅡㅡㅡ		분노
15472		예상한대로네 뻔뻔하다 그냥 순실이도 모른다구 하지		분노
15473		새누리는 해체해라		분노
15474		국민을 호구로 아는구나.		분노
15475		유정이 건드는 세끼즐 내가 죽여버린다. 이세끼들아.		분노
15476		서울구치소가 최순실 안방이냐!!!!!!!!!!!!		분노
15477		이재용 잡고 박근혜 까지 일망타진하자 !!		분노
15478		그럼 개들이나 동물들은 다 에이즈나 성병 걸렸나??		분노
15479		이상한 애였어. 우웩~		분노
15480		미슐랭 별 받고 음식값오름 거기에 서비스값 브랜드값까지 쳐성 미친 미슐랭 가이드임		분노
15481		휠체어 들어가는 개찰구에 한 명이 찍더니 세 명이 우르르 들어가는 아주머니들 보고 황당하던데..웃으시면서 자기는 매번 그렇게 이용하신다던 아주머니..살림 좀 나아지셨나요?		분노
15482		쓰레기 같은놈		분노
15483		니들이하는모든것을국민들이지켜보고있다.		분노
15484		비인기종목 지원 부탁한게 정유라 지원하라고 지시한게되는구나. ㅈ티비씨 수준.		분노
15485		존나 웃긴기사네.10년타기 운동 하더니 오래탄다고 뭐라카나?10년된차는 정부에서 수리비 지원 정책세워라.		분노
15486		탄핵가결 되기만 해봐라...가만히 있지 않겠다...경고해둔다..종북세키들아.		분노
15487		쓰레기정치인뽑은면저러게되지..		분노
15488		저 말이 정유라를 밟았음 좋겠다		분노
15489		오늘 로스쿨 면접인데 내가 만약 검사가된다면 이나라의 정의를 위해 이 한몸 불살르겠다		분노
15490		이번 정권은 거짓말로 시작해서 거짓말로 끝나는 정권 같다 정말 재수없다 박근혜		분노
15491		하늘이 화났다 하늘이 노하셨다~		분노
15492		개가 달려들어 위협하면 협박죄로 신고해야 겠군 ㅉ. 한국 법은 하여간 OOO같다		분노
15493		이분위기에 찬물끼언는격으로 일부정치인들나대지점말지말입니다.		분노
15494		드디어 메인에 하나뜨네 얼마줬냐?ㅋㅋㅋㅋ		분노
15495		쓰잘데없이 파업하니까 애꿎은 사람들만 피해보네 ㅉㅉ.. 지밖에 몰라 민노총새.끼들		분노
15496		북개입 믿는 미친-놈들... 광화문 촛불시위도 김정은이 뒤에서 조종한다고 떠들고 다녀보지 그래? 죽방한데 갈겨버리게		분노
15497		숫자는 숫자일뿐 분노는 식지않았다		분노
15498		이세영이랑 aoa 설현지민 이 3명은 충분히 연예계 퇴출감이다		분노
15499		이재용 부친,조부가 이사실을 알면 너 매장이다 경영 똑바로해라 나라망신 기업망신.		분노
15500		볼수록 화가 나네요..제발 법이 강화되었으면 좋겠습니다		분노
15501		또 책상에 앉아 코딱지 파다 정책 만들었나보군.		분노
15502		연기을 가장한 미성년자 성추행		분노
15503		박근혜스럽.박근혜스럽.		분노
15504		국민사형투표를 시행하자		분노
15505		왜 박근혜월급주냐 내세금아깝다		분노
15506		강아쥐 같은 쪽바뤼 시키		분노
15507		귓방맹이를 한대 쳐 갈기고싶은 분 손?		분노
15508		나가 뒤져		분노
15509		댓글보니 군대갈맘좀 생기냐??		분노
15510		정말 싫다 이런사람들!!		분노
15511		중졸 메갈년이 어디서		분노
15512		참 잔인하다		분노
15513		강요든 아니든 뇌물 요구한거부터 글러먹은거다		분노
15514		OOO아 장난하니까 재미있지		분노
15515		이러니 기레기 소리 듣지 사생활 좀 지켜주지 ㅉㅉ 개인의 자유		분노
15516		어느정도라야말이지.		분노
15517		예전검찰처럼 고분고분 하지 않다고 트집 잡는중?		분노
15518		아침부터 열심히네 알바들		분노
15519		대본 없으면 말도 어버버하는 AI걸린닭		분노
15520		국민의 1류 정치는 3류 박사모는 종북		분노
15521		이스라엘 색휘들은 역시 악 그자체로군		분노
15522		배신자들에게 조직의쓴맛을		분노
